ensgene,Hipposideros armiger,Rhinolophus affinis,Myotis laniger,Miniopterus fuliginosus,Taphozous melanopogon,Cynopterus sphinx,Rousettus leschenaultia,Eonycteris spelaea
ENSMLUG00000010435,15.56,7.36,16.43,7.61,16.65,17.06,22.87,21.5
ENSMLUG00000005974,43.4,46.64,19.02,16.63,116.53,25.86,64.58,79.52
ENSMLUG00000030658,12.26,20.09,18.22,29.92,15,13.14,71.18,48.26
ENSMLUG00000016741,30.73,29.66,13.17,13.1,19.83,16,0,14.05
ENSMLUG00000000465,7.95,14.8,15.6,15,12.89,0,6.69,10.73
ENSMLUG00000010879,30.49,17.24,19.61,20.46,48.27,28.02,19.02,18.61
ENSMLUG00000007971,7.91,9.1,4.95,4.42,14.32,23.44,11.86,4.47
ENSMLUG00000008176,0,0,3.44,3.5,0,0,0,21.3
ENSMLUG00000004299,10.39,9.13,13.79,9.1,11.52,34.35,30.62,17.58
ENSMLUG00000009970,0,0,0,1.62,0,0,0,0
ENSMLUG00000000643,26.2,19.65,5.9,22.24,24.43,0,0,13.73
ENSMLUG00000013799,0,0,0,3.04,0,8.7,0,0
ENSMLUG00000003520,0,0,2.07,3.2,0,31.49,0,0
ENSMLUG00000007163,27.04,29.6,18.83,25.19,13.66,40.37,16.03,24.53
ENSMLUG00000010920,53.69,26.82,37.7,29.85,69.22,53,43.66,78.17
ENSMLUG00000004035,0,0,3.98,2.89,3.86,0,0,0
ENSMLUG00000029267,24.38,0,37.01,30.97,20.51,60.15,27.18,32.61
ENSMLUG00000014139,147.72,153.1,0,0,109.41,41.46,64.18,76.59
ENSMLUG00000017721,51.02,30.07,49.63,32.88,61.16,29.57,23.72,16.73
ENSMLUG00000014491,15.97,0,6.83,8.33,0,22.42,27.45,20.12
ENSMLUG00000015379,8.62,6.91,18.49,11.16,0,8.1,14.64,8.27
ENSMLUG00000005434,1.9,1.54,2.7,3.55,0,0,2.76,6.35
ENSMLUG00000002900,34.8,5.52,0,0,11.92,0,22.87,5.3
ENSMLUG00000004032,24.87,62.53,0,10.81,32.18,0,0,8.75
ENSMLUG00000008765,0,16.64,5.13,0,30.01,0,0,20.54
ENSMLUG00000000543,6.21,0,7.36,4.67,0,30.91,9.57,8.42
ENSMLUG00000005442,0,9.45,7.67,9.42,11.52,0,11.09,6.22
ENSMLUG00000004837,137.11,104.64,216.07,49.23,84.67,170.42,68.66,55.61
ENSMLUG00000000964,243.97,227.65,574.77,410.11,285.47,222.91,263.26,176.25
ENSMLUG00000010547,15.63,20.76,14.09,12.75,363.09,97.66,35.95,20.67
ENSMLUG00000011977,14.56,22.84,35.26,29.79,19.12,17.59,14.93,7.24
ENSMLUG00000005179,38.94,25.94,21.37,24.25,36.43,60.41,50.46,44.25
ENSMLUG00000014832,28.52,22.9,27.5,22.08,26.07,18.64,25.03,23.63
ENSMLUG00000003590,28.18,16.19,22.28,15.76,67.3,39.94,49.1,24.24
ENSMLUG00000008876,52.49,78.79,77.62,58.57,39.44,64.98,40.04,32.51
ENSMLUG00000006768,42.76,9.95,61.16,22.79,30.5,23.35,28.66,22.39
ENSMLUG00000015728,14.48,14.22,30.09,38.74,24.73,23.41,6.29,12
ENSMLUG00000007814,10.52,15.81,7.45,6.8,9.73,4.26,4.42,6.17
ENSMLUG00000008537,0,6.65,5.32,4.4,0,0,2.19,0
ENSMLUG00000005414,14.2,11.18,8.12,11.61,14.71,26.65,11.73,0
ENSMLUG00000005226,46.93,20.53,21.19,16.48,24.71,12.69,53.87,43.65
ENSMLUG00000015154,0,0,0,0,0,0,0,0
ENSMLUG00000016913,31.42,19.19,14.89,24.1,38.96,31.4,29.78,19.23
ENSMLUG00000001521,15.7,22.07,16.94,15.95,46.71,16.02,19.67,25.41
ENSMLUG00000014316,33.03,26.51,15.67,0,45.14,0,0,20.88
ENSMLUG00000006817,21.38,8.54,17.79,14.18,54.2,0,19.61,9.92
ENSMLUG00000017262,51.35,50.29,10.47,12.4,25.06,13.25,36.27,24.59
ENSMLUG00000008688,8.1,5.56,16.3,15.25,8.26,0,0,18.31
ENSMLUG00000015746,1405.2,1856.52,1461.22,1327.7,1059.81,1166.75,1767.94,1076.25
ENSMLUG00000016680,0,0,0,0,40.01,0,0,0
ENSMLUG00000010300,0,14.18,5.92,5.53,27.67,16.13,20.95,21.38
ENSMLUG00000013437,0,0,0,4.82,7.93,0,4.1,0
ENSMLUG00000012252,73.11,62.7,59.37,37.13,39.81,36.52,65.04,53.89
ENSMLUG00000009918,269.33,241.81,189.74,157.9,163.96,214.12,275.32,184.56
ENSMLUG00000015711,0,0,0,11.79,0,0,0,12.94
ENSMLUG00000010601,52,0,20.53,10.2,0,0,76.5,48.95
ENSMLUG00000011760,11.44,0,18.61,5.86,29.94,0,16.45,13.5
ENSMLUG00000027969,2.24,0,21.75,19.61,0,4.85,0,3.82
ENSMLUG00000006070,16.83,13.33,15.56,14.71,18.6,18.96,15.37,24.42
ENSMLUG00000005887,6.86,8.95,43.77,71.12,29.59,43.81,18.76,12.67
ENSMLUG00000016358,13.23,0,0,7.24,12.43,7.23,0,8.47
ENSMLUG00000028982,0,0,3.12,0,0,0,0,0
ENSMLUG00000029013,0,7.35,8.29,6.14,4.55,0,0,0
ENSMLUG00000008179,0,0,11.66,4.55,0,0,0,0
ENSMLUG00000014827,11.94,0,0,0,0,0,0,3.18
ENSMLUG00000003833,0,0,9.46,0,0,0,0,0
ENSMLUG00000012088,0,0,0,0,12.24,0,0,0
ENSMLUG00000007007,26.94,14.26,11.62,10.85,35.47,18.22,22.13,17.08
ENSMLUG00000008109,83.88,44.6,0,0,74.13,42.08,42.95,25.97
ENSMLUG00000009892,43.08,10.45,12.56,9.97,33.63,10.7,0,9.08
ENSMLUG00000009727,0,0,0,0,0,0,11.93,0
ENSMLUG00000023180,6.66,12.93,7.66,6.89,16.08,17.52,0,0
ENSMLUG00000004306,4.71,6.42,2.95,3.67,0,0,0,0
ENSMLUG00000003880,62.47,52.19,44.79,24.86,33.57,38.41,43.88,23.59
ENSMLUG00000005651,20.48,24.66,23.69,40.09,35.26,20.11,21.55,32.31
ENSMLUG00000005053,0,0,30.44,0,0,43.04,0,0
ENSMLUG00000002577,149.4,96.34,123.4,120.35,109.57,72.79,80.88,93.82
ENSMLUG00000010495,26.52,7.33,5.64,4.66,0,0,9.7,11.37
ENSMLUG00000014736,0,0,0,0,0,9.1,0,0
ENSMLUG00000017150,0,0,21.9,17.29,0,13.7,27.29,25.4
ENSMLUG00000014080,121.97,111.41,75.4,101.72,105.12,118.48,104.24,117.11
ENSMLUG00000006425,6,46.31,9.91,2.99,15.25,165.36,9.35,11.82
ENSMLUG00000012081,40.23,38.82,54.15,25.18,19.95,21.39,32.47,32.46
ENSMLUG00000009146,0,0,0,0,0,11.11,0,8.65
ENSMLUG00000000177,0,0,0,2.86,3.29,0,6.85,4.55
ENSMLUG00000010266,29.52,10.54,17.05,10.87,78.16,25.57,28.94,33.4
ENSMLUG00000006248,20.74,16.49,16.13,12.26,10.15,22.43,29.8,23.94
ENSMLUG00000006217,31.04,10.52,20.3,23.33,33.14,30.96,37.69,34.02
ENSMLUG00000010762,54.94,132.37,346.19,416.89,357.45,170.04,239.41,197.53
ENSMLUG00000011003,0,0,3.17,5.84,0,5.21,0,2.82
ENSMLUG00000017754,0,10.83,10.24,2.09,13.27,8.55,5.48,6.29
ENSMLUG00000009196,18.62,39.03,10.08,10.38,22.53,22.25,38.51,16.72
ENSMLUG00000002004,0,0,0,0,15.3,0,0,9.28
ENSMLUG00000017535,56.57,31.55,29.99,36.61,64.52,52.64,46,31.82
ENSMLUG00000009023,37.89,33.35,29.68,17.9,21.68,46.17,54.24,18.88
ENSMLUG00000008288,14.09,11.85,9.58,10.55,28.38,19.06,22.97,14.4
ENSMLUG00000007826,17.01,7.26,18.42,16.86,14.74,34.51,16.18,10.08
ENSMLUG00000017211,12.89,20.2,16.53,9.36,13.05,15.94,5.46,12.77
ENSMLUG00000003935,0,0,5.28,7.63,11.89,16.66,0,0
ENSMLUG00000029950,0,0,141.34,95.15,195.17,184.14,71.96,132.18
ENSMLUG00000024783,19.7,15,16.4,6.34,23.94,20.9,0,10.26
ENSMLUG00000008735,0,0,16.76,0,0,0,0,0
ENSMLUG00000016628,4.06,4.09,7.73,6.04,0,0,4.76,6.97
ENSMLUG00000008934,0,14.24,8.41,7.15,0,17.81,11.79,16.01
ENSMLUG00000004224,0,15.84,14.73,16.77,70.75,20.55,21.67,20.53
ENSMLUG00000002433,0,3.8,5.42,1.97,6.42,0,4.25,4.19
ENSMLUG00000003909,14.89,14.49,4.05,7.97,16.49,22.08,22.13,11.98
ENSMLUG00000009230,5.77,5.08,9.34,8.31,9.25,34.06,20.12,19.76
ENSMLUG00000004535,154.69,73.18,162.98,90.18,135.8,95.48,102.58,73.5
ENSMLUG00000009882,43.26,39.17,37.55,41.72,73.65,92.32,59.88,57.63
ENSMLUG00000008632,0,19.53,15.43,5.75,22.97,25.18,30.48,21.55
ENSMLUG00000006597,17.83,12.08,12.62,17.29,12.2,22.13,40.11,21.39
ENSMLUG00000010972,59.57,19,30.41,14.49,28.45,16.84,24.97,18.98
ENSMLUG00000028593,0,0,2.8,0,0,0,0,0
ENSMLUG00000014867,39.61,0,0,0,0,0,0,0
ENSMLUG00000016788,0,0,0,8.19,0,13.23,0,0
ENSMLUG00000000684,22.42,18.49,24.87,33.02,21.94,18.68,0,23.67
ENSMLUG00000000489,17.58,8.27,8.19,6.04,17.33,0,0,12.82
ENSMLUG00000002672,0,0,0,0,0,0,14.45,2.05
ENSMLUG00000009037,32.89,47.58,75.94,48.82,30.25,55.84,86.93,72.97
ENSMLUG00000011792,10.97,24.54,6.02,9.21,33.42,12.21,8.08,7.38
ENSMLUG00000022835,17.97,3.72,20.38,17.03,13.24,14.3,55.16,19.33
ENSMLUG00000006839,41.9,21.13,16.39,6.91,38.81,30.74,33.15,41.76
ENSMLUG00000007066,36.86,14.77,22.64,26.51,65.6,42.21,27.34,15.67
ENSMLUG00000016069,0,6.86,0,0,9.02,0,0,2.62
ENSMLUG00000015723,24.53,9.71,7.83,5.59,0,0,24.03,0
ENSMLUG00000007962,7.23,0,7.48,0.64,2.77,0,0,2.86
ENSMLUG00000002652,24.47,8.45,12.19,6.82,14.94,0,31.46,0
ENSMLUG00000012363,57.74,28.73,44.39,41.02,38.94,37.22,58.73,37.78
ENSMLUG00000000225,0,0,0,0,0,0,2.09,0
ENSMLUG00000025400,13.86,15.04,17.64,16.6,23.48,19.22,23.35,13.46
ENSMLUG00000011935,17.1,39.41,56.4,27.85,43.37,27.11,42.42,79.97
ENSMLUG00000001754,13.04,5.71,3.77,1.83,0,0,0,0
ENSMLUG00000009226,14.6,4.27,0,0,0,0,0,0
ENSMLUG00000007147,0,0,0,3.62,0,0,0,0
ENSMLUG00000012368,0,0,0,1.74,0,0,0,0
ENSMLUG00000011234,4.87,0,0,0,29.98,0,6.51,15.58
ENSMLUG00000016705,14.9,6.28,11.8,20.55,20.37,95.29,0,11.94
ENSMLUG00000015361,0,12.28,10.46,8.3,34.66,20.91,13.36,49.11
ENSMLUG00000027341,0,0,4.62,3.87,0,4.31,6.08,3.21
ENSMLUG00000006531,14.15,3.36,11.99,1.82,0,0,0,4.1
ENSMLUG00000001045,0,0,0,3.93,28.01,0,15.8,24.26
ENSMLUG00000002453,27.13,9.86,17.36,23.71,30.36,20.67,26.38,37.11
ENSMLUG00000003064,0,7.26,7.69,4.91,19.7,13.01,17.51,19.87
ENSMLUG00000000879,23.53,0,0,7.26,0,9.19,14.43,0
ENSMLUG00000008695,0,6.33,9.29,3.97,0,8.55,13.07,0
ENSMLUG00000015084,33.14,13.6,24.2,12.65,18.99,16.01,36.27,10.12
ENSMLUG00000023943,37.79,41.3,41.06,49.82,61.98,99.83,56.24,44
ENSMLUG00000030280,15.19,0,13.5,10,9.65,11.25,10.65,12.32
ENSMLUG00000003659,0,0,1.94,2.06,0,0,0,0
ENSMLUG00000015623,5.66,10.01,0,2.01,8.99,15.92,0,4.38
ENSMLUG00000008201,23.27,36.13,35.59,11.14,43.79,17.91,39.25,24.5
ENSMLUG00000014996,5.29,0,4.58,5.79,0,0,12.21,5.1
ENSMLUG00000009080,6.33,5.42,8.74,14.04,0,17.2,37.48,18.48
ENSMLUG00000000603,9.38,6.83,13.88,8.34,0,7.57,9.2,7.62
ENSMLUG00000013538,36.12,24.63,13.39,13.36,38.65,22.11,9.71,15.9
ENSMLUG00000008192,79.53,25.99,17.2,0,0,52.38,82.48,0
ENSMLUG00000000801,0,0,12.84,20.34,17.62,18.44,17.9,0
ENSMLUG00000029451,40.86,16.5,61.13,16.01,27.59,19.45,32.83,18.29
ENSMLUG00000006455,30.32,18.79,10.58,22.87,19.07,41.84,14.91,19.56
ENSMLUG00000006733,0,5.55,0,0,0,0,0,0
ENSMLUG00000013990,0,0,9.13,8.84,0,0,0,19.39
ENSMLUG00000014301,10.61,5.56,11.82,7.85,28.95,17.43,11.07,8.72
ENSMLUG00000001781,104.11,66.18,55.36,15.51,67.43,21.92,15.11,35.75
ENSMLUG00000013475,0,9.77,13.9,6.38,17.64,13.01,0,16.26
ENSMLUG00000011183,9.46,9.61,3.13,3.35,0,15.73,7.91,6.5
ENSMLUG00000014680,84.16,103.38,15.13,9.03,19.25,26.87,36.11,18.1
ENSMLUG00000009735,143.95,128.91,114.24,116.41,189.44,154.54,148.29,136.23
ENSMLUG00000005848,52.91,29.94,13.88,15.78,49.26,86.53,141.2,164.9
ENSMLUG00000012376,0,15.28,5.52,6.14,0,0,12.05,0
ENSMLUG00000008483,9.77,6.38,5.67,5.67,8.16,4.74,0,8.25
ENSMLUG00000013613,0,9.53,0,13.99,24.05,32.55,0,31.99
ENSMLUG00000017067,8.05,18.21,8.79,10.92,12.87,71.28,28.22,7.72
ENSMLUG00000013354,0,102.89,7.7,3.84,10.51,24.8,10.15,9.73
ENSMLUG00000014511,5.25,0,9.24,13.62,7.29,26.15,14.5,16.48
ENSMLUG00000001402,56.93,0,0,26.55,80.22,72.44,72.04,32.47
ENSMLUG00000016212,23.93,16.55,14.81,14.11,35.35,20.01,61.12,32.1
ENSMLUG00000003295,5.18,2.61,0,3.89,3.83,10.92,5.04,8.04
ENSMLUG00000013967,116.25,113.66,111.46,32.27,228.45,120.31,192.88,107.22
ENSMLUG00000011411,2.92,0,1.72,0,0,0,0,0
ENSMLUG00000004238,35.59,20.6,48.71,34.05,40.08,52.66,26.9,28.28
ENSMLUG00000007252,12.31,0,13.21,10.38,37.04,35.42,12.35,0
ENSMLUG00000005368,14.49,0,12.42,3.73,24.88,0,0,5.82
ENSMLUG00000009758,38.07,32.96,25.23,18.96,32.14,15.12,22.7,27.61
ENSMLUG00000001187,21.74,44.42,44.22,35.27,40.26,46.82,47.36,41.79
ENSMLUG00000010904,66.41,35.86,90.1,84.88,27.19,74.06,28.47,13.23
ENSMLUG00000017627,11.45,0,15.9,7.49,102.84,25.46,18.44,0
ENSMLUG00000008390,59.9,50.94,48.01,31.17,19.03,78.37,42.13,27.49
ENSMLUG00000030209,0,0,0,0,0,0,0,8.87
ENSMLUG00000000633,43.6,16.52,17.52,26.59,91.08,0,35.88,61.67
ENSMLUG00000014354,20.33,4.77,9.16,9.93,25.05,39.06,31.88,17.1
ENSMLUG00000009910,0,0,52.79,17.93,9.76,0,0,0
ENSMLUG00000016660,58.21,51.46,30.32,21.81,30.76,37.53,34.76,15.63
ENSMLUG00000010859,52.34,14.74,23.09,18.38,23.65,34.43,38.72,15.47
ENSMLUG00000011518,30.99,14.65,24.61,12.1,77.92,43.67,37.98,62.37
ENSMLUG00000015425,4.74,0,11.64,6.96,19.92,8.33,0,0
ENSMLUG00000005087,194.92,185.47,140.67,49.1,150.35,48.55,157.28,0
ENSMLUG00000017612,22.03,35.71,19.3,12.63,23.28,27.44,28.55,18.8
ENSMLUG00000015627,21.49,32.3,29.64,18.39,0,17.83,29.92,37.4
ENSMLUG00000026191,26.31,49.62,42.42,13,32.03,36.23,31.51,20.47
ENSMLUG00000017451,15.32,4.8,8.6,8.24,5.93,9.64,0,8.7
ENSMLUG00000002982,0,0,0,0,0,0,0,4.98
ENSMLUG00000009275,0,0,7.1,0,20.83,0,0,4.1
ENSMLUG00000008604,2.5,0,7.72,2.89,0,0,0,0
ENSMLUG00000015484,0,16.85,18.52,13.51,49.37,0,12.52,24.86
ENSMLUG00000028665,6.44,0,0,0,0,0,0,0
ENSMLUG00000003041,0,10.04,8.28,3.88,3.69,0,0,11.57
ENSMLUG00000017282,45.09,75.78,101.64,65.23,51.67,49.74,44.49,58.46
ENSMLUG00000030693,0,0,0,9.19,16.3,39.57,15.86,0
ENSMLUG00000029135,3.7,2.85,3.47,2.63,5.92,6.42,4.54,6.25
ENSMLUG00000003515,0,0,0,2.26,0,0,0,0
ENSMLUG00000011733,35.82,25.91,13.18,0,0,9.35,21.15,6.89
ENSMLUG00000017646,15.32,0,2.68,4.51,0,0,0,0
ENSMLUG00000012533,51.52,17.24,0,15.46,31.91,19.29,55.26,0
ENSMLUG00000010048,16.04,7.21,8.84,11.04,18.87,15.94,16.18,18.05
ENSMLUG00000002466,35.84,28.5,38.39,63.97,39.07,28.95,56.61,23.07
ENSMLUG00000008862,6.44,24.62,34.04,18.34,30.81,38.92,37.44,17.46
ENSMLUG00000022934,43.36,19.26,43.49,31.53,32.4,121.54,32.66,31.34
ENSMLUG00000003505,64.95,0,22.1,8.14,29.16,47.47,26.05,22.79
ENSMLUG00000006850,16.61,10.33,0,0,5.67,0,5.14,3.24
ENSMLUG00000012514,0,0,0,0,5.75,0,8.59,6.68
ENSMLUG00000002793,24.36,21.11,25.23,40.8,26.36,30.12,20.63,21.43
ENSMLUG00000014024,9.45,12.88,6.76,22.49,12.97,22.87,7.81,7.26
ENSMLUG00000002650,159.87,107.66,245.3,128.24,149.57,158.1,171.79,94.19
ENSMLUG00000015653,15.72,9.33,15.93,12.11,13.65,0,12.39,15.31
ENSMLUG00000011248,35.84,45.87,59.82,39.38,36.28,32.27,35.13,26.07
ENSMLUG00000016281,0,0,0,0,6.1,0,0,11.85
ENSMLUG00000000802,22.46,0,0,0,0,0,33.54,0
ENSMLUG00000017184,5.27,11.57,6.4,5.53,0,19.94,0,7.55
ENSMLUG00000008087,23.19,7.71,5.81,3.9,8.42,0,21.64,5.5
ENSMLUG00000003623,8.07,10.79,15.09,5.65,5.56,14.4,8.28,6.25
ENSMLUG00000000555,10.87,22.56,20.4,22.6,14.96,17.3,6.74,12.15
ENSMLUG00000010736,0,7.51,0,0,0,13.49,0,0
ENSMLUG00000007744,0,0,4.3,6.63,0,0,0,0
ENSMLUG00000016328,0,0,0,0,56.16,7.32,0,0
ENSMLUG00000005612,25.04,14.28,8.32,5.73,23.77,27.62,0,4.91
ENSMLUG00000011412,1.2,0,0,0,0,0,4.64,0
ENSMLUG00000023461,102.96,53.88,39.22,51.78,112.22,45.89,48.1,55.69
ENSMLUG00000004652,69.5,54.56,17.89,6.51,15.96,40.78,19.09,17.74
ENSMLUG00000012799,0,0,0,0,0,0,6.77,2.34
ENSMLUG00000001872,5.69,5.23,2.51,4.18,14.27,14.66,8.88,10.52
ENSMLUG00000003261,77.63,114.73,65.08,38.71,59.74,50.13,58.81,51.08
ENSMLUG00000015416,0,0,7.19,6.66,5.37,10.07,0,0
ENSMLUG00000010831,16.05,25,16.19,8.58,25.79,18.47,19.41,14.28
ENSMLUG00000004424,38.38,16.61,12.01,9.6,30.05,19.81,14.12,27.93
ENSMLUG00000007654,31.61,9.32,13.88,9.82,31.64,0,16.26,22.57
ENSMLUG00000004526,83.7,313.75,39.94,0,76.22,136.4,200.91,32
ENSMLUG00000010947,0,41.37,0,0,109.77,0,0,0
ENSMLUG00000010784,0,0,6.26,7.29,0,0,0,0
ENSMLUG00000017118,0,7.69,8.53,13.73,0,9.2,12.15,4.64
ENSMLUG00000010622,0,0,46.79,16.82,59.48,0,0,0
ENSMLUG00000010767,27.77,14.34,22.01,20.56,33.44,23.3,17.32,9.39
ENSMLUG00000000848,0,0,0,0,27.22,0,0,0
ENSMLUG00000013496,17.4,248.62,13,9.69,18.58,10.65,22.1,19.76
ENSMLUG00000013842,25.88,16.31,13.71,21.52,30.71,24.89,22.23,42.56
ENSMLUG00000014444,0,0,13.04,4.02,0,0,0,2.97
ENSMLUG00000004626,64.53,38.78,0.26,91.82,32.57,42.68,42.47,33.42
ENSMLUG00000025361,0,5.8,0,0,0,0,0,0
ENSMLUG00000006801,0,0,9.55,0,0,0,0,0
ENSMLUG00000015042,36.75,42.8,33.06,24.77,53,20.2,43.6,39.14
ENSMLUG00000004447,0,0,0,0,0,0,0,6.34
ENSMLUG00000014284,0,0,7.83,3.06,25.03,0,0,0
ENSMLUG00000001693,18.1,12.92,19.21,23.89,28.87,43.27,18.07,10.41
ENSMLUG00000027023,493.65,639.59,53.77,273.52,332.98,1059.42,774.18,630.73
ENSMLUG00000012609,0,0,5.6,6.65,15.37,0,0,0
ENSMLUG00000002294,28.64,20.78,24.64,15.94,25.75,29.64,26.4,19.36
ENSMLUG00000003842,41.72,69.82,34.97,44.61,50.45,121.56,80.89,34.15
ENSMLUG00000011551,86.7,37.92,54.82,69.78,83.14,68.48,77.59,115.05
ENSMLUG00000004734,0,14.65,8.88,10.11,20.84,10.18,7.18,25.25
ENSMLUG00000003929,15.94,0,6.34,3.02,20.28,0,0,0
ENSMLUG00000010028,57.5,34.16,19.19,33.59,42.24,37.74,37.39,22.94
ENSMLUG00000011971,0,25.51,10.31,4.42,0,0,20.58,0
ENSMLUG00000000958,40.58,113.29,0,0,88.01,0,81.72,74.28
ENSMLUG00000009616,24.57,26.91,17.24,17.33,0,18.91,31.59,15.25
ENSMLUG00000023835,0,0,0,0,0,30.23,0,0
ENSMLUG00000003998,18.75,0,0,0,21.29,0,0,0
ENSMLUG00000008780,8.2,5.76,6.4,7.15,49.03,22.14,8.4,15.96
ENSMLUG00000004075,28.36,9.48,7.03,6.99,22.3,37.8,8.4,6.58
ENSMLUG00000030110,125.82,54.61,81.77,0,40.98,0,49.7,69.61
ENSMLUG00000015993,0,10.63,21.38,30.9,41.4,39.79,45.87,42.45
ENSMLUG00000002754,0,0,4.26,3.43,6.78,9.12,0,0
ENSMLUG00000007464,69.88,43.47,23.16,23.33,47.46,76.79,63.91,42.11
ENSMLUG00000000587,24.58,28.52,0,9.28,20.65,43.65,22.49,23.89
ENSMLUG00000009219,99.86,79.36,0,53.77,101.31,52.71,81.87,59.97
ENSMLUG00000008427,0,11.72,5.91,6.83,13.62,0,4.47,8.19
ENSMLUG00000017346,19.33,0,0,13.52,0,0,0,0
ENSMLUG00000004769,12.9,19.58,5.51,12.22,18.58,22.79,11.25,10.09
ENSMLUG00000016060,12.56,22.02,11.91,6.88,26.28,28.61,25.78,21.84
ENSMLUG00000005359,0,0,19.9,15.77,26.4,0,0,0
ENSMLUG00000010670,12.02,7.13,6.39,7.29,12.56,11.2,16.48,15.1
ENSMLUG00000025790,35.06,37.85,56.98,44.23,49.86,45.89,46.96,33.82
ENSMLUG00000011824,95.46,35.98,30.67,21.86,67.39,42.4,26.47,23.95
ENSMLUG00000028091,1.88,0,0,1.62,7.78,0,0,0
ENSMLUG00000002981,32.34,19.78,58.87,48.65,55.99,65.66,51.2,42.93
ENSMLUG00000014435,71.36,47.28,64.09,94.04,50.97,82.14,45.59,34.59
ENSMLUG00000002277,6.97,5.79,9.25,42.95,24.11,23.53,7.08,10.55
ENSMLUG00000001194,25.37,19.87,25.04,24.14,24.16,37.59,18.41,17.33
ENSMLUG00000006541,25.97,20.2,154.26,14.2,26.84,19.81,21.78,20.34
ENSMLUG00000015774,4.87,10.86,0,3.63,10.93,16.43,0,16.52
ENSMLUG00000010105,15.22,0,12.03,12.2,22.27,0,20.9,16.69
ENSMLUG00000003887,0,0,0,19.17,0,27.21,0,18.02
ENSMLUG00000000652,34.64,11.54,16.09,13.91,32.7,38.43,15.82,25.98
ENSMLUG00000004252,58.06,15.72,6.48,0,16.64,68.53,109.83,51.44
ENSMLUG00000010717,69.53,24.81,61.61,57.84,71.33,0,0,0
ENSMLUG00000007490,32.12,12.66,5.53,3.73,0,0,0,21.53
ENSMLUG00000017584,0,88.81,250.65,13.98,53.48,72.03,112.94,110.74
ENSMLUG00000009999,0,0,4.62,0,0,0,0,0
ENSMLUG00000005717,3.47,2.95,3.94,4.03,0,20.25,5.11,6.17
ENSMLUG00000015699,0,0,1,0,0,8.13,4.69,6.08
ENSMLUG00000010629,39.16,16.64,54.53,46.32,0,54.58,27.38,39.18
ENSMLUG00000010087,50.09,11.32,104.84,55.43,167.55,128.08,50.38,48.62
ENSMLUG00000022854,114.77,562.44,72.45,20.12,44.27,25.31,74.97,61.25
ENSMLUG00000004589,0,13.81,22.89,5.87,0,0,0,28.92
ENSMLUG00000006038,50.83,24.91,17.14,7.3,18.43,18.79,12.78,11.09
ENSMLUG00000011463,110.38,49.17,81.87,75.47,73.87,38.97,61.29,37.89
ENSMLUG00000014167,47.03,18.71,63.05,28.99,26.25,38.95,69.19,46.54
ENSMLUG00000014754,13.33,10.08,11.43,12.88,39.1,15.48,15.07,11.69
ENSMLUG00000005583,43.82,15.56,77,49.47,43.4,59.62,38.71,18.67
ENSMLUG00000000182,0,0,0,14,0,0,0,4.19
ENSMLUG00000003869,37.15,24.59,0,26.46,28.32,56.01,38.86,45.64
ENSMLUG00000011648,57.8,56.87,30.06,26.79,58.87,26.44,19.57,27.91
ENSMLUG00000012790,39.91,41.13,97.54,52.16,67.35,104.06,83.26,54.67
ENSMLUG00000013013,9.9,0,0,1.86,0,10.33,0,0
ENSMLUG00000025308,27.02,18.65,21.77,15.89,68.29,28.01,16.31,31.45
ENSMLUG00000015111,8.01,0,8.89,0,0,0,0,0
ENSMLUG00000010959,120.98,0,99.37,0,107.77,103.8,107.53,120.32
ENSMLUG00000014723,0,0,0,0,0,0,7.43,7.79
ENSMLUG00000000157,0,3.67,7.08,5.73,0,35.13,12.38,0
ENSMLUG00000009012,0,3.87,3.79,5.7,5.61,9.72,9.94,5.92
ENSMLUG00000006430,142.56,203.11,172.99,129.66,121.16,125.24,162.72,122.53
ENSMLUG00000012634,14.34,22.14,62.7,56.36,23.28,9.12,40.33,13.27
ENSMLUG00000000767,11.5,13.87,11.42,9.1,24.03,11.21,11.64,6.27
ENSMLUG00000005752,504.12,314.25,320.49,158.88,283.39,312.43,332.59,397.58
ENSMLUG00000017639,0,0,3.5,0,0,0,0,0
ENSMLUG00000010421,5.6,0,0,0,45.32,17.91,0,9.87
ENSMLUG00000004103,0,6.81,0,0,0,0,0,0
ENSMLUG00000013948,0,0,4.15,3.81,0,0,0,0
ENSMLUG00000001853,11.79,4.15,29.56,25.2,50.55,10.98,10.39,15.62
ENSMLUG00000010975,30.08,14.16,12.08,19.92,8.91,16.51,11.17,12.27
ENSMLUG00000015770,0,0,2.82,0,0,2.62,0,0
ENSMLUG00000013944,42.42,24.07,8.44,9.22,31.08,28.98,11.49,28.53
ENSMLUG00000014117,60.43,45.34,126.9,101.93,66.71,87.05,96.65,25.41
ENSMLUG00000015326,0,3.74,2.12,0,0,2.91,5.36,0
ENSMLUG00000009402,2.63,0,4.7,0,0,4.24,0,0
ENSMLUG00000012658,29.44,36.88,55.54,25.76,24.31,35.7,0,0
ENSMLUG00000003407,23.36,16.52,23.1,22.79,36.07,28.32,35.58,25.76
ENSMLUG00000003548,21.49,19.37,37.45,16.95,38.78,24.86,32.34,35.63
ENSMLUG00000012893,54.52,39.88,68.85,67.38,134.06,48.74,54.21,59.61
ENSMLUG00000005216,37.3,28.53,20.27,19.32,41.74,21.48,26.1,31.46
